word,frequency,current_phonetic,effective_phonetic,current_uk,current_us,current_status,expected_uk,expected_us,expected_status,verdict,source_variants,conflict_dialects,candidate_count_uk,candidate_count_us,sources_json
burke,0,/ˈbɝk/,/ˈbɝk/,,/ˈbɝk/,us_only,,/ˈbɝk/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈbɝk/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
burned,13155,/ˈbɝnd/,/ˈbɝnd/,/ˈbɜːnd/,/ˈbɝnd/,verified,/ˈbɜːnd/,/ˈbɝnd/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈbɜːnd/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈbɜːnd/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈbɝnd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
burns,0,/ˈbɝnz/,/ˈbɝnz/,,/ˈbɝnz/,us_only,,/ˈbɝnz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈbɝnz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
bush,34013,/ˈbʊʃ/,/ˈbʊʃ/,/ˈbʊʃ/,/ˈbʊʃ/,same,/ˈbʊʃ/,/ˈbʊʃ/,same,pass,uk,,36,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbʊʃ/"", ""source"": ""kaikki"", ""detail"": ""australia canada general-american received-pronunciation""}, {""ipa"": ""/ˈbɵʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/ˈbɵʃ]~[ˈbəʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}], ""us"": [{""ipa"": ""/ˈbʊʃ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""same"", ""source_variants"": [""uk""]}"
butt,4657,/ˈbʌt/,/ˈbʌt/,,/ˈbʌt/,conflict,,/ˈbʌt/,conflict,review_external_conflict,uk,uk,18,1,"{""candidates"": {""uk"": [{""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/bʌt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}, {""ipa"": ""/bʊt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}], ""us"": [{""ipa"": ""/ˈbʌt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
butter,2402,/ˈbʌtɚ/,/ˈbʌtɚ/,,/ˈbʌtɚ/,conflict,,/ˈbʌtɚ/,conflict,review_external_conflict,uk,uk,6,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈbʌtə/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈbʊtə/"", ""source"": ""kaikki"", ""detail"": ""midlands northern-england""}, {""ipa"": ""/ˈbʌtə/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈbʊtə/"", ""source"": ""kaikki"", ""detail"": ""midlands northern-england""}, {""ipa"": ""/ˈbʌtə/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈbʊtə/"", ""source"": ""kaikki"", ""detail"": ""midlands northern-england""}], ""us"": [{""ipa"": ""/ˈbʌtɚ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
buy,397,/ˈbaɪ/,/ˈbaɪ/,,/ˈbaɪ/,conflict,,/ˈbaɪ/,conflict,review_external_conflict,uk,uk,4,1,"{""candidates"": {""uk"": [{""ipa"": ""/baɪ/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation us""}, {""ipa"": ""/bɑj/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/baɪ/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation us""}, {""ipa"": ""/bɑj/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}], ""us"": [{""ipa"": ""/ˈbaɪ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
cable,2003,/ˈkeɪbəl/,/ˈkeɪbəl/,,/ˈkeɪbəl/,us_only,,/ˈkeɪbəl/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkeɪbəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cadet,8115,/kəˈdɛt/,/kəˈdɛt/,/kəˈdɛt/,/kəˈdɛt/,same,/kəˈdɛt/,/kəˈdɛt/,same,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/kəˈdɛt/"", ""source"": ""kaikki"", ""detail"": ""general-american received-pronunciation""}], ""us"": [{""ipa"": ""/kəˈdɛt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""same""}"
calk,0,/ˈkɔk/,/ˈkɔk/,,/ˈkɔk/,us_only,,/ˈkɔk/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkɔk/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
callous,16457,/ˈkæləs/,/ˈkæləs/,/ˈkæləs/,/ˈkæləs/,same,/ˈkæləs/,/ˈkæləs/,same,pass,,,3,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkæləs/"", ""source"": ""kaikki"", ""detail"": ""uk us""}, {""ipa"": ""/ˈkæləs/"", ""source"": ""kaikki"", ""detail"": ""uk us""}, {""ipa"": ""/ˈkæləs/"", ""source"": ""kaikki"", ""detail"": ""uk us""}], ""us"": [{""ipa"": ""/ˈkæləs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""same""}"
callously,32742,/ˈkæləsli/,/ˈkæləsli/,,/ˈkæləsli/,us_only,,/ˈkæləsli/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæləsli/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
calve,26130,/kɑːv/,/kɑːv/,/kɑːv/,,uk_only,/kɑːv/,,uk_only,pass,,,1,0,"{""candidates"": {""uk"": [{""ipa"": ""/kɑːv/"", ""source"": ""kaikki"", ""detail"": ""england wales""}]}, ""status_reason"": ""uk_only""}"
cameo,14995,/ˈkæmiˌoʊ/,/ˈkæmiˌoʊ/,/ˈkæmiːəʊ/,/ˈkæmiˌoʊ/,verified,/ˈkæmiːəʊ/,/ˈkæmiˌoʊ/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkæmiːəʊ/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈkæmiːəʊ/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkæmiˌoʊ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
camera,949,/ˈkæmərə/,/ˈkæmərə/,,,conflict,,,conflict,review_external_conflict,uk|us,uk|us,2,2,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkaməɹə/"", ""source"": ""kaikki"", ""detail"": ""british northern-england southern standard""}, {""ipa"": ""/ˈkamɹə/"", ""source"": ""kaikki"", ""detail"": ""british northern-england southern standard""}], ""us"": [{""ipa"": ""/ˈkæmɚə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈkæmɹə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk"", ""us""], ""conflict_dialects"": [""uk"", ""us""]}"
cameroon,0,/ˈkæmɚˌuːn/,/ˈkæmɚˌuːn/,,/ˈkæmɚˌuːn/,us_only,,/ˈkæmɚˌuːn/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæmɚˌuːn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
canadian,2638,/kəˈneɪdiən/,/kəˈneɪdiən/,,/kəˈneɪdiən/,us_only,,/kəˈneɪdiən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/kəˈneɪdiən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
canard,26702,/kəˈnɑɹd/,/kəˈnɑɹd/,/kəˈnɑːd/,/kəˈnɑɹd/,verified,/kəˈnɑːd/,/kəˈnɑɹd/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/kəˈnɑːd/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/kəˈnɑɹd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
cancelled,42494,/ˈkænsəld/,/ˈkænsəld/,,/ˈkænsəld/,us_only,,/ˈkænsəld/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkænsəld/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cannonball,21805,/ˈkænənˌbɔl/,/ˈkænənˌbɔl/,,/ˈkænənˌbɔl/,us_only,,/ˈkænənˌbɔl/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkænənˌbɔl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cany,0,/ˈkeɪnɪ/,/ˈkeɪnɪ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
canyon,4767,/ˈkænjən/,/ˈkænjən/,,/ˈkænjən/,us_only,,/ˈkænjən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkænjən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
capacity,1777,/kəˈpæsɪtɪ/,/kəˈpæsɪtɪ/,,,conflict,,,conflict,review_external_conflict,uk|us,uk|us,4,2,"{""candidates"": {""uk"": [{""ipa"": ""/kəˈpæsɪti/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kəˈpasɪtɪj/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/kəˈpæsɪti/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kəˈpasɪtɪj/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}], ""us"": [{""ipa"": ""/kəˈpæsəti/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/kəˈpæsɪti/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk"", ""us""], ""conflict_dialects"": [""uk"", ""us""]}"
captious,0,/ˈkæpʃəs/,/ˈkæpʃəs/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
car,289,/ˈkɑɹ/,/ˈkɑɹ/,,/ˈkɑɹ/,conflict,,/ˈkɑɹ/,conflict,review_external_conflict,uk,uk,4,1,"{""candidates"": {""uk"": [{""ipa"": ""/kɑː/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kʰɑː/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kɑː/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kʰɑː/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkɑɹ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
carbonize,0,/ˈkɑɹbəˌnaɪz/,/ˈkɑɹbəˌnaɪz/,/ˈkɑːbənaɪz/,/ˈkɑɹbəˌnaɪz/,verified,/ˈkɑːbənaɪz/,/ˈkɑɹbəˌnaɪz/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkɑːbənaɪz/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkɑɹbəˌnaɪz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
card,892,/ˈkɑɹd/,/ˈkɑɹd/,,/ˈkɑɹd/,conflict,,/ˈkɑɹd/,conflict,review_external_conflict,uk,uk,12,1,"{""candidates"": {""uk"": [{""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}, {""ipa"": ""/kʰɑːd/"", ""source"": ""kaikki"", ""detail"": ""england""}], ""us"": [{""ipa"": ""/ˈkɑɹd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
careless,9928,/ˈkɛɹləs/,/ˈkɛɹləs/,,/ˈkɛɹləs/,conflict,,/ˈkɛɹləs/,conflict,review_external_conflict,uk,uk,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkɛəlɪs/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈkɛələs/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkɛɹləs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
carelessly,16467,/ˈkɛɹləsli/,/ˈkɛɹləsli/,/ˈkɛələsli/,/ˈkɛɹləsli/,verified,/ˈkɛələsli/,/ˈkɛɹləsli/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkɛələsli/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkɛɹləsli/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
caress,11683,/kɚˈɛs/,/kɚˈɛs/,,/kɚˈɛs/,us_only,,/kɚˈɛs/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/kɚˈɛs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
careworn,37289,/ˈkeəwɔːn/,/ˈkɛːwɔːn/,/ˈkɛːwɔːn/,,uk_only,/ˈkɛːwɔːn/,,uk_only,pass,,,1,0,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkɛːwɔːn/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}]}, ""status_reason"": ""uk_only""}"
carol,28576,/ˈkærəl/,/ˈkærəl/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæɹəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈkɛɹəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
carrier,3271,/ˈkærɪə/,/ˈkærɪə/,/ˈkaɹɪjə/,,conflict,/ˈkaɹɪjə/,,conflict,review_external_conflict,us,us,1,2,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkaɹɪjə/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}], ""us"": [{""ipa"": ""/ˈkæɹiɚ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈkɛɹiɚ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
carriers,0,/ˈkærɪəz/,/ˈkærɪəz/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæɹiɚz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈkɛɹiɚz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
cartoon,4155,/kɑɹˈtuːn/,/kɑɹˈtuːn/,/kɑːˈtuːn/,/kɑɹˈtuːn/,verified,/kɑːˈtuːn/,/kɑɹˈtuːn/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/kɑːˈtuːn/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kɑːˈtuːn/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/kɑɹˈtuːn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
cartoons,0,/kɑɹˈtuːnz/,/kɑɹˈtuːnz/,,/kɑɹˈtuːnz/,us_only,,/kɑɹˈtuːnz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/kɑɹˈtuːnz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cas,0,/ˈkæs/,/ˈkæs/,,/ˈkæs/,us_only,,/ˈkæs/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cascade,11599,/kæˈskeɪd/,/kæˈskeɪd/,,/kæˈskeɪd/,us_only,,/kæˈskeɪd/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/kæˈskeɪd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
cash,1722,/ˈkæʃ/,/ˈkæʃ/,,/ˈkæʃ/,us_only,,/ˈkæʃ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkæʃ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
catalyze,22190,/ˈkætəˌlaɪz/,/ˈkætəˌlaɪz/,,/ˈkætəˌlaɪz/,us_only,,/ˈkætəˌlaɪz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈkætəˌlaɪz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
categorical,14789,/ˌkætɪˈgɒrɪkl/,/ˌkætɪˈgɒrɪkl/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ˌkætəˈɡɑɹɪkəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˌkætəˈɡɔɹɪkəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
category,1461,/ˈkætəˌɡɔɹi/,/ˈkætəˌɡɔɹi/,/ˈkætɪɡəɹi/,/ˈkætəˌɡɔɹi/,verified,/ˈkætɪɡəɹi/,/ˈkætəˌɡɔɹi/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈkætɪɡəɹi/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkætəˌɡɔɹi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
cause,601,/ˈkɔːz/,/ˈkɔːz/,/kɔːz/,,conflict,/kɔːz/,,conflict,review_external_conflict,us,us,2,2,"{""candidates"": {""uk"": [{""ipa"": ""/kɔːz/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/kɔːz/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈkɑz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈkɔz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
